question,answer
"Vào lúc 17h30, ngày 10/03/2024, trên đường tỉnh lộ 42 tại khu vực giao lộ với đường phụ, chiếc xe tải tải hàng đang di chuyển với tốc độ 70 km/h vượt vòng đèn tín hiệu màu đỏ và khi tiếp cận vạch dừng, không lùi lại mà tiếp tục đi qua vạch dừng; đồng thời, khi vượt qua một con đường nhánh, xe tải không giữ khoảng cách an toàn với xe máy phía sau và không làm dấu hiệu chuyển hướng. Bạn cần xác định hai hành vi vi phạm giao thông nào mà người lái xe đã thực hiện trong tình huống này.","Đối với tình huống: Vào lúc 17h30, ngày 10/03/2024, trên đường tỉnh lộ 42 tại khu vực giao lộ với đường phụ, chiếc xe tải tải hàng đang di chuyển với tốc độ 70 km/h vượt vòng đèn tín hiệu màu đỏ và khi tiếp cận vạch dừng, không lùi lại mà tiếp tục đi qua vạch dừng; đồng thời, khi vượt qua một con đường nhánh, xe tải không giữ khoảng cách an toàn với xe máy phía sau và không làm dấu hiệu chuyển hướng. Bạn cần xác định hai hành vi vi phạm giao thông nào mà người lái xe đã thực hiện trong tình huống này.
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2008, xử lý như sau:
1. Vượt vòng đèn tín hiệu màu đỏ
Xe tải vượt vòng đèn tín hiệu màu đỏ khi di chuyển trên đường tỉnh lộ 42.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Không lùi lại khi tiếp cận vạch dừng
Xe tải tiếp cận vạch dừng mà không lùi lại, tiếp tục đi qua vạch dừng.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2008, 84, Vượt vòng đèn tín hiệu màu đỏ; Luật Giao thông đường bộ 2008, 86, Không lùi lại khi tiếp cận vạch dừng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 10,000,000 đến 20,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 10,000,000 – 20,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Vào lúc 17h30 ngày 15/08/2023, trên đường quốc lộ 1A, đoạn giao tiếp với đường phụ tại tỉnh Đồng Nai, khi xe tải 14 tấn của anh A đang dừng lại tại dừng xe buýt, anh A đã: (1) vượt qua đường đèn đỏ để thoát lộ; (2) bỏ qua việc lắp đặt biển báo ràng buộc khi thực hiện công việc cắt gỗ trên mặt đường. Câu hỏi: anh A có vi phạm quy định gì của Luật Giao thông đường bộ Việt Nam và sẽ bị xử lý theo quy định nào?","Đối với tình huống: Vào lúc 17h30 ngày 15/08/2023, trên đường quốc lộ 1A, đoạn giao tiếp với đường phụ tại tỉnh Đồng Nai, khi xe tải 14 tấn của anh A đang dừng lại tại dừng xe buýt, anh A đã: (1) vượt qua đường đèn đỏ để thoát lộ; (2) bỏ qua việc lắp đặt biển báo ràng buộc khi thực hiện công việc cắt gỗ trên mặt đường. Câu hỏi: anh A có vi phạm quy định gì của Luật Giao thông đường bộ Việt Nam và sẽ bị xử lý theo quy định nào?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2008, sửa đổi 2019, Nghị định 71/2019/ND-CP, xử lý như sau:
1. Vượt qua đường đèn đỏ
Xe tải không tuân thủ tín hiệu giao thông khi vượt qua đường đèn đỏ.
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
2. Bỏ qua lắp đặt biển báo ràng buộc khi thực hiện công việc cắt gỗ trên mặt đường
Không lắp đặt biển báo ràng buộc khi thực hiện công việc cắt gỗ trên mặt đường.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2008, sửa đổi 2019, 54, Không tuân thủ tín hiệu giao thông; Nghị định 71/2019/ND-CP, 28, Lắp đặt biển báo ràng buộc khi thực hiện công việc cắt gỗ trên mặt đường.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 4 triệu đến 8 triệu đồng), và có nguy cơ bị tước GPLX tối đa 9 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 4,000,000 – 8,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Trong một vụ vi phạm giao thông xảy ra vào lúc 18h30 giờ thứ Bảy, ngày 12/03/2024, trên đường tỉnh lộ 1 tại khu vực giao lộ Hà Nội – Gia Lâm, một chiếc xe máy (động cơ 50cc) đang chuyển hướng sang bên phải khi đỗ tại ngã tư, không dừng lại ở đèn tín hiệu giao thông và sau đó tiếp tục đi qua lề đường dành cho người đi bộ mà không bảo thận, trong khi có một người đi bộ đang chuẩn bị băng qua đường; các hành vi vi phạm giao thông trong tình huống này là gì?","Đối với tình huống: Trong một vụ vi phạm giao thông xảy ra vào lúc 18h30 giờ thứ Bảy, ngày 12/03/2024, trên đường tỉnh lộ 1 tại khu vực giao lộ Hà Nội – Gia Lâm, một chiếc xe máy (động cơ 50cc) đang chuyển hướng sang bên phải khi đỗ tại ngã tư, không dừng lại ở đèn tín hiệu giao thông và sau đó tiếp tục đi qua lề đường dành cho người đi bộ mà không bảo thận, trong khi có một người đi bộ đang chuẩn bị băng qua đường; các hành vi vi phạm giao thông trong tình huống này là gì?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2019, xử lý như sau:
1. Không dừng lại tại đèn tín hiệu giao thông
Xe máy tiếp tục chuyển hướng sang bên phải mà không dừng lại khi đèn tín hiệu chuyển sang màu đỏ.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
2. Đi qua lề đường dành cho người đi bộ mà không bảo thận
Xe máy vượt qua lề đường dành cho người đi bộ mà không kiểm tra và không bảo thận khi có người đi bộ chuẩn bị băng qua.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
Căn cứ: Luật Giao thông đường bộ 2019, 39, 1; Luật Giao thông đường bộ 2019, 41, 1.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (từ 10 đến 20 triệu đồng), và có nguy cơ bị tước GPLX tối đa 2 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn, và có nguy cơ bị tước GPLX tối đa 1 tháng."
"Vào lúc 19:45 ngày 12/10/2023, tại giao lộ đường lớn Đống Đa – đường Trần Quang Khải, thành phố Hà Nội, trên đường bộ 2 làn, một chiếc xe máy đi trên cánh tay trái của đường mà không cầm băng quy định, sau đó xe máy tiếp tục chạy vượt vòng đèn đỏ khi đang trong cơn mưa rào, gây nguy hiểm cho người đi bộ trên vỉa hè. Cùng lúc đó, một chiếc ô tô hành lang đang chờ đèn đỏ đã bật đèn cảnh báo nhưng không dừng lại khi tín hiệu chuyển sang màu đỏ và đã chui vào sườn đường khi di chuyển qua ngã tư. Cả hai hành vi đều vi phạm quy định của Luật Giao thông đường bộ Việt Nam; bạn sẽ áp dụng những quy định nào và hình phạt cho từng hành vi vi phạm?","Đối với tình huống: Vào lúc 19:45 ngày 12/10/2023, tại giao lộ đường lớn Đống Đa – đường Trần Quang Khải, thành phố Hà Nội, trên đường bộ 2 làn, một chiếc xe máy đi trên cánh tay trái của đường mà không cầm băng quy định, sau đó xe máy tiếp tục chạy vượt vòng đèn đỏ khi đang trong cơn mưa rào, gây nguy hiểm cho người đi bộ trên vỉa hè. Cùng lúc đó, một chiếc ô tô hành lang đang chờ đèn đỏ đã bật đèn cảnh báo nhưng không dừng lại khi tín hiệu chuyển sang màu đỏ và đã chui vào sườn đường khi di chuyển qua ngã tư. Cả hai hành vi đều vi phạm quy định của Luật Giao thông đường bộ Việt Nam; bạn sẽ áp dụng những quy định nào và hình phạt cho từng hành vi vi phạm?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2009, xử lý như sau:
1. Xe máy
Không đội mũ bảo hiểm và vượt vòng đèn đỏ trong điều kiện mưa rào
Mức phạt tiền: từ 10,000,000 – 10,000,000 đồng.
2. Ô tô hành lang
Không dừng lại khi tín hiệu chuyển sang màu đỏ và gây nguy hiểm khi chui vào sườn đường
Mức phạt tiền: từ 15,000,000 – 15,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
Căn cứ: Luật Giao thông đường bộ 2009, 51, 1; Luật Giao thông đường bộ 2009, 53, 1; Luật Giao thông đường bộ 2009, 55, 1.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 25 triệu đồng đến 25 triệu đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 25,000,000 – 25,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Hôm nay, vào lúc 14h30, anh Bình đang lái xe ô tô Toyota Camry trên đường cao tốc TP. Hồ Chí Minh – Hà Nội, đoạn đường qua đèn giao thông tại giao lộ Tân Sơn Nhất. Anh Bình vượt quãng đoạn 50m khi tín hiệu đèn đỏ và đang tiếp cận với xe tải tải hàng đang di chuyển cắt ngang vào đường bộ. Sau đó, anh Bình gạt văng, tiếp tục lái xe và khi qua một điểm giao thông, anh bỏ qua cấm chuyển lái sang trái, gây va chạm với chiếc xe máy của anh Lê. Trường hợp này, có những vi phạm giao thông nào mà anh Bình có thể bị xử phạt theo quy định của Luật Giao thông Đường bộ Việt Nam?","Đối với tình huống: Hôm nay, vào lúc 14h30, anh Bình đang lái xe ô tô Toyota Camry trên đường cao tốc TP. Hồ Chí Minh – Hà Nội, đoạn đường qua đèn giao thông tại giao lộ Tân Sơn Nhất. Anh Bình vượt quãng đoạn 50m khi tín hiệu đèn đỏ và đang tiếp cận với xe tải tải hàng đang di chuyển cắt ngang vào đường bộ. Sau đó, anh Bình gạt văng, tiếp tục lái xe và khi qua một điểm giao thông, anh bỏ qua cấm chuyển lái sang trái, gây va chạm với chiếc xe máy của anh Lê. Trường hợp này, có những vi phạm giao thông nào mà anh Bình có thể bị xử phạt theo quy định của Luật Giao thông Đường bộ Việt Nam?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông Đường bộ Việt Nam, xử lý như sau:
1. Vượt đèn đỏ
Anh Bình vượt quãng đoạn 50m khi tín hiệu đèn đỏ
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
2. Lái xe nguy hiểm
Anh Bình gạt văng và tiếp tục lái xe trong tình trạng nguy hiểm
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
3. Lái xe nguy hiểm gây va chạm
Anh Bình bỏ qua cấm chuyển lái sang trái, gây va chạm với xe máy
Mức phạt tiền: từ 10,000,000 – 20,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
Căn cứ: Luật Giao thông Đường bộ Việt Nam, 70, Điều 70; Luật Giao thông Đường bộ Việt Nam, 71, Điều 71; Luật Giao thông Đường bộ Việt Nam, 72, Điều 72.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 18000000 đến 35000000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 18,000,000 – 35,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Vào lúc 17:30 thứ Hai, trên đường cao tốc Quốc lộ 1A tại đoạn từ thành phố Đà Nẵng tới Quảng Nam, một xe ô tô chuyên vận chuyển hàng hóa đã vượt tốc độ 120 km/h (điều lệ quy định 80 km/h) và đồng thời chạy đèn đỏ tại một đèn giao thông. Bạn được yêu cầu xác định các hành vi vi phạm giao thông, mức phạt, và các biện pháp xử lý pháp lý theo Bộ luật Giao thông đường bộ Việt Nam năm 2019.","Đối với tình huống: Vào lúc 17:30 thứ Hai, trên đường cao tốc Quốc lộ 1A tại đoạn từ thành phố Đà Nẵng tới Quảng Nam, một xe ô tô chuyên vận chuyển hàng hóa đã vượt tốc độ 120 km/h (điều lệ quy định 80 km/h) và đồng thời chạy đèn đỏ tại một đèn giao thông. Bạn được yêu cầu xác định các hành vi vi phạm giao thông, mức phạt, và các biện pháp xử lý pháp lý theo Bộ luật Giao thông đường bộ Việt Nam năm 2019.
Theo Luật Giao thông đường bộ Việt Nam, Bộ luật Giao thông đường bộ Việt Nam năm 2019, xử lý như sau:
1. Vượt tốc độ
Xe vượt tốc độ 120 km/h khi giới hạn 80 km/h
Mức phạt tiền: từ 3,000,000 – 6,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
2. Chạy đèn đỏ
Xe chạy đèn đỏ tại đèn giao thông
Mức phạt tiền: từ 3,000,000 – 6,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
Căn cứ: Bộ luật Giao thông đường bộ Việt Nam năm 2019, 70, Vượt tốc độ; Bộ luật Giao thông đường bộ Việt Nam năm 2019, 71, Chạy đèn đỏ.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 6000000 đến 12000000 đồng), và có nguy cơ bị tước GPLX tối đa 12 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 6,000,000 – 12,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Vào lúc 20h15, ngày 15/06/2024, tại khung giao lộ ngã tư đường tỉnh Thủ Đức – đường 4, một chiếc xe máy màu đỏ của anh Nguyễn Văn A đã vượt quá tốc độ quy định (70 km/h trên vùng tốc độ 50 km/h) và không bật đèn pha trong điều kiện mưa, dẫn tới va chạm với chiếc ô tô đang chuyển sang đường ngược; trước đó anh A chưa đeo mũ bảo hiểm. Bạn có thể phân tích những vi phạm hành chính mà anh A có thể bị truy tố theo Bộ luật giao thông đường bộ Việt Nam không?","Đối với tình huống: Vào lúc 20h15, ngày 15/06/2024, tại khung giao lộ ngã tư đường tỉnh Thủ Đức – đường 4, một chiếc xe máy màu đỏ của anh Nguyễn Văn A đã vượt quá tốc độ quy định (70 km/h trên vùng tốc độ 50 km/h) và không bật đèn pha trong điều kiện mưa, dẫn tới va chạm với chiếc ô tô đang chuyển sang đường ngược; trước đó anh A chưa đeo mũ bảo hiểm. Bạn có thể phân tích những vi phạm hành chính mà anh A có thể bị truy tố theo Bộ luật giao thông đường bộ Việt Nam không?
Theo Luật Giao thông đường bộ Việt Nam, xử lý như sau:
**Answer**

Use the `find` command.  
It can search for files by name, size, modification time, etc., and it can
execute a command on each file it finds.  
For example, to delete all files larger than 100 MB in a directory tree:

```bash
find /path/to/dir -type f -size +100M -delete
```

Or to run a custom script on each file:

```bash
find /path/to/dir -type f -name '*.txt' -exec /path/to/script.sh {} \;
```

`find` is the most powerful and flexible tool for this kind of task."
"Vào ngày 12/04/2024, lúc 8h30 sáng, tại khúc giao lộ Nguyễn Huệ – Đường Nguyễn Thị Minh Khai, quận 3, thành phố Hồ Chí Minh, xe ô tô tải nhẹ (định mức tải 5 tấn) đang tiếp cận một vòng giao thông có biển dừng. Xe tải tiếp tục vượt đường khi biển dừng vẫn còn hiệu lực. Khi đó, một chiếc xe máy đi qua đường đã thực hiện hành vi vượt đường qua đường giao thông cấm vào vòng giao thông. Hãy chỉ ra hai vi phạm giao thông trong tình huống này và đưa ra mức phạt áp dụng theo quy định pháp luật giao thông đường bộ Việt Nam.","Đối với tình huống: Vào ngày 12/04/2024, lúc 8h30 sáng, tại khúc giao lộ Nguyễn Huệ – Đường Nguyễn Thị Minh Khai, quận 3, thành phố Hồ Chí Minh, xe ô tô tải nhẹ (định mức tải 5 tấn) đang tiếp cận một vòng giao thông có biển dừng. Xe tải tiếp tục vượt đường khi biển dừng vẫn còn hiệu lực. Khi đó, một chiếc xe máy đi qua đường đã thực hiện hành vi vượt đường qua đường giao thông cấm vào vòng giao thông. Hãy chỉ ra hai vi phạm giao thông trong tình huống này và đưa ra mức phạt áp dụng theo quy định pháp luật giao thông đường bộ Việt Nam.
Theo Luật Giao thông đường bộ Việt Nam, xử lý như sau:
**Answer: 3 months**"
"Trên đường tỉnh lộ K-7 vào lúc 05:00 sáng, một xe tải tải hàng vượt quá tốc độ giới hạn 70 km/h và không giữ khoảng cách an toàn khi di chuyển trên quãng đường này, đồng thời lái xe vẫn tiếp tục chạy khi đèn giao thông chuyển sang màu đỏ mà không thực hiện lại chuyển sang màu xanh; vậy, hai hành vi vi phạm này thuộc quy định của Bộ luật Giao thông đường bộ hay quy định phụ thuộc, và các mức phạt và hình thức xử lý có thể áp dụng là gì?","Đối với tình huống: Trên đường tỉnh lộ K-7 vào lúc 05:00 sáng, một xe tải tải hàng vượt quá tốc độ giới hạn 70 km/h và không giữ khoảng cách an toàn khi di chuyển trên quãng đường này, đồng thời lái xe vẫn tiếp tục chạy khi đèn giao thông chuyển sang màu đỏ mà không thực hiện lại chuyển sang màu xanh; vậy, hai hành vi vi phạm này thuộc quy định của Bộ luật Giao thông đường bộ hay quy định phụ thuộc, và các mức phạt và hình thức xử lý có thể áp dụng là gì?
Theo Luật Giao thông đường bộ Việt Nam, Bộ luật Giao thông đường bộ (Luật số 29/2009/QH13), xử lý như sau:
1. Vượt quá tốc độ giới hạn 70 km/h
Xe tải vượt tốc độ quy định trên đường tỉnh lộ K-7
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Không giữ khoảng cách an toàn
Xe tải không duy trì khoảng cách an toàn khi di chuyển
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
3. Chạy khi đèn giao thông chuyển sang màu đỏ
Lái xe tiếp tục di chuyển khi tín hiệu giao thông chuyển sang màu đỏ
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Bộ luật Giao thông đường bộ (Luật số 29/2009/QH13), 84, Điều 84; Bộ luật Giao thông đường bộ (Luật số 29/2009/QH13), 86, Điều 86; Bộ luật Giao thông đường bộ (Luật số 29/2009/QH13), 88, Điều 88.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 7 000 000 đến 13 000 000 đồng), và có nguy cơ bị tước GPLX tối đa 9 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 7,000,000 – 13,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Vào lúc 21:30 ngày 22/07/2024, trên đường Nguyễn Huệ, quận 1, thành phố Hồ Chí Minh, một chiếc xe ôtô Toyota Corolla đang di chuyển với tốc độ 70 km/h (vượt quá giới hạn 50 km/h) và không sử dụng đèn pha trong điều kiện ánh sáng yếu, đồng thời vượt qua đèn đỏ tại ngã tư Lê Duẩn; trong tình huống này, những hành vi vi phạm nào của chủ xe sẽ bị xử phạt theo Luật Giao thông đường bộ Việt Nam và mức tiền phạt, điểm trừ cụ thể sẽ là bao nhiêu?","Đối với tình huống: Vào lúc 21:30 ngày 22/07/2024, trên đường Nguyễn Huệ, quận 1, thành phố Hồ Chí Minh, một chiếc xe ôtô Toyota Corolla đang di chuyển với tốc độ 70 km/h (vượt quá giới hạn 50 km/h) và không sử dụng đèn pha trong điều kiện ánh sáng yếu, đồng thời vượt qua đèn đỏ tại ngã tư Lê Duẩn; trong tình huống này, những hành vi vi phạm nào của chủ xe sẽ bị xử phạt theo Luật Giao thông đường bộ Việt Nam và mức tiền phạt, điểm trừ cụ thể sẽ là bao nhiêu?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2008 (sửa đổi 2019), Nghị định 72/2019/ND-CP, xử lý như sau:
1. Vượt quá tốc độ giới hạn
Xe di chuyển với tốc độ 70 km/h trong khu vực giới hạn 50 km/h.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Không sử dụng đèn pha trong điều kiện ánh sáng yếu
Xe không bật đèn pha khi di chuyển trong điều kiện ánh sáng yếu.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
3. Vượt qua đèn đỏ
Xe vượt qua đèn đỏ tại ngã tư Lê Duẩn.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2008 (sửa đổi 2019), Điều 57, Vi phạm tốc độ giới hạn, không sử dụng đèn pha, vượt qua đèn đỏ.; Nghị định 72/2019/ND-CP, Điều 18, Xác định mức tiền phạt và tước GPLX cho các vi phạm tốc độ giới hạn, không sử dụng đèn pha, vượt qua đèn đỏ..
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 11000000 đến 23000000 đồng), và có nguy cơ bị tước GPLX tối đa 7 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 11,000,000 – 23,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Vào lúc 18h15 ngày 12/08/2024, tại đường lớn quận 1, TP.Hồ Chí Minh, một chiếc xe máy tải hàng đang di chuyển trên đường bộ công cộng, xe đã: 1) vượt quá tốc độ quy định (đi 90 km/h khi đường quy định chỉ 50 km/h) và 2) khi tới ngã tư có đèn tín hiệu đỏ, xe vẫn tiếp tục qua ngã tư mà không đợi tín hiệu chuyển sang xanh. Trường hợp này vi phạm những điều luật giao thông đường bộ nào và có thể bị xử lý hình thức nào?","Đối với tình huống: Vào lúc 18h15 ngày 12/08/2024, tại đường lớn quận 1, TP.Hồ Chí Minh, một chiếc xe máy tải hàng đang di chuyển trên đường bộ công cộng, xe đã: 1) vượt quá tốc độ quy định (đi 90 km/h khi đường quy định chỉ 50 km/h) và 2) khi tới ngã tư có đèn tín hiệu đỏ, xe vẫn tiếp tục qua ngã tư mà không đợi tín hiệu chuyển sang xanh. Trường hợp này vi phạm những điều luật giao thông đường bộ nào và có thể bị xử lý hình thức nào?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ (1999), Nghị định 72/2008/ND-CP, xử lý như sau:
1. Vượt quá tốc độ quy định
Xe máy di chuyển 90 km/h khi giới hạn tốc độ là 50 km/h
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Không tuân thủ tín hiệu giao thông (đi qua ngã tư khi đèn đỏ)
Xe máy tiếp tục qua ngã tư khi đèn tín hiệu đỏ
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ (1999), 32, Vi phạm tốc độ; Luật Giao thông đường bộ (1999), 33, Không tuân thủ tín hiệu giao thông; Nghị định 72/2008/ND-CP, 32, Vi phạm tốc độ; Nghị định 72/2008/ND-CP, 33, Không tuân thủ tín hiệu giao thông.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 2,000,000 đến 6,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 2,000,000 – 6,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Tại 21h30, tại giao lộ hạ cổng Củ Chi trên đường Quốc lộ 1A, một tài xế lái xe tải đã không bật đèn tín hiệu khi sắp rẽ trái vào vòng xoáy và tiếp tục vượt xe buýt đang dừng tại dừng xe buýt, gây nguy hiểm. Hai hành vi vi phạm giao thông này thuộc quy định nào trong Luật Giao thông Đường bộ và hậu quả pháp lý tiềm ẩn?","Đối với tình huống: Tại 21h30, tại giao lộ hạ cổng Củ Chi trên đường Quốc lộ 1A, một tài xế lái xe tải đã không bật đèn tín hiệu khi sắp rẽ trái vào vòng xoáy và tiếp tục vượt xe buýt đang dừng tại dừng xe buýt, gây nguy hiểm. Hai hành vi vi phạm giao thông này thuộc quy định nào trong Luật Giao thông Đường bộ và hậu quả pháp lý tiềm ẩn?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông Đường bộ (Luật số 29/2009/QH13, sửa đổi, bổ sung 2019), xử lý như sau:
1. Không bật đèn tín hiệu khi sắp rẽ trái vào vòng xoáy
Tài xế không sử dụng đèn tín hiệu khi sắp rẽ trái vào vòng xoáy, vi phạm quy định về tín hiệu giao thông.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Vượt xe buýt đang dừng tại dừng xe buýt
Tài xế vượt xe buýt đang dừng tại dừng xe buýt, vi phạm quy định về ưu tiên giao thông và an toàn giao thông.
Mức phạt tiền: từ 2,000,000 – 4,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông Đường bộ (Luật số 29/2009/QH13, sửa đổi, bổ sung 2019), 61, Không bật đèn tín hiệu khi sắp rẽ; Luật Giao thông Đường bộ (Luật số 29/2009/QH13, sửa đổi, bổ sung 2019), 62, Vượt xe buýt, xe khách đang dừng tại dừng xe buýt.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 3.000.000 đến 7.000.000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 3,000,000 – 7,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
